Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Dark Glass
appliedenergistics2:facade:0, Cable Facade - Glowing Glass
appliedenergistics2:facade:0, Cable Facade - Redstone Glass
appliedenergistics2:facade:0, Cable Facade - Block of Enchanted Metal
appliedenergistics2:facade:0, Cable Facade - Block of Demon Metal
appliedenergistics2:facade:0, Cable Facade - Block of Evil Infused Iron
appliedenergistics2:facade:0, Cable Facade - Bedrock Bricks
appliedenergistics2:facade:0, Cable Facade - Bedrock Slabs
appliedenergistics2:facade:0, Cable Facade - Bedrock Cobblestone
appliedenergistics2:facade:0, Cable Facade - Ferrous-Juniper Log
appliedenergistics2:facade:0, Cable Facade - Ferrous-Juniper Log
appliedenergistics2:facade:0, Cable Facade - Ferrous-Juniper Planks
appliedenergistics2:facade:0, Cable Facade - Raw Ferrous-Juniper Planks
appliedenergistics2:facade:0, Cable Facade - Ruby Ore
appliedenergistics2:facade:0, Cable Facade - Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Peridot Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Silver Ore
appliedenergistics2:facade:0, Cable Facade - Electrotine Ore
appliedenergistics2:facade:0, Cable Facade - Marble
appliedenergistics2:facade:0, Cable Facade - Marble Brick
appliedenergistics2:facade:0, Cable Facade - Basalt Cobblestone
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt Brick
appliedenergistics2:facade:0, Cable Facade - Block of Ruby
appliedenergistics2:facade:0, Cable Facade - Block of Sapphire
appliedenergistics2:facade:0, Cable Facade - Block of Peridot
appliedenergistics2:facade:0, Cable Facade - Block of Copper
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Block of Silver
appliedenergistics2:facade:0, Cable Facade - Block of Electrotine
appliedenergistics2:facade:0, Cable Facade - Nickel-Iron Battery
appliedenergistics2:facade:0, Cable Facade - Nickel-Zinc Battery
appliedenergistics2:facade:0, Cable Facade - Zinc-Carbon Battery
appliedenergistics2:facade:0, Cable Facade - Zinc-Silver Battery
appliedenergistics2:facade:0, Cable Facade - Charge Trap
appliedenergistics2:facade:0, Cable Facade - Worldspike Point
appliedenergistics2:facade:0, Cable Facade - Block of Copper
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Block of Lead
appliedenergistics2:facade:0, Cable Facade - Block of Silver
appliedenergistics2:facade:0, Cable Facade - Block of Steel
appliedenergistics2:facade:0, Cable Facade - Block of Bronze
appliedenergistics2:facade:0, Cable Facade - Block of Nickel
appliedenergistics2:facade:0, Cable Facade - Block of Invar
appliedenergistics2:facade:0, Cable Facade - Block of Zinc
appliedenergistics2:facade:0, Cable Facade - Block of Brass
appliedenergistics2:facade:0, Cable Facade - Abyssal Brick
appliedenergistics2:facade:0, Cable Facade - Fitted Abyssal Stone
appliedenergistics2:facade:0, Cable Facade - Abyssal Block
appliedenergistics2:facade:0, Cable Facade - Ornate Abyssal Stone
appliedenergistics2:facade:0, Cable Facade - Etched Abyssal Stone
appliedenergistics2:facade:0, Cable Facade - Abyssal Cobblestone
appliedenergistics2:facade:0, Cable Facade - Bleached Bone Brick
appliedenergistics2:facade:0, Cable Facade - Fitted Bleached Bone Stone
appliedenergistics2:facade:0, Cable Facade - Bleached Bone Block
appliedenergistics2:facade:0, Cable Facade - Ornate Bleached Bone Stone
appliedenergistics2:facade:0, Cable Facade - Etched Bleached Bone Stone
appliedenergistics2:facade:0, Cable Facade - Bleached Bone Cobblestone
appliedenergistics2:facade:0, Cable Facade - Blood Stained Brick
appliedenergistics2:facade:0, Cable Facade - Fitted Blood Stained Stone
appliedenergistics2:facade:0, Cable Facade - Blood Stained Block
appliedenergistics2:facade:0, Cable Facade - Ornate Blood Stained Stone
appliedenergistics2:facade:0, Cable Facade - Etched Blood Stained Stone
appliedenergistics2:facade:0, Cable Facade - Blood Stained Cobblestone
appliedenergistics2:facade:0, Cable Facade - Frost Bound Brick
appliedenergistics2:facade:0, Cable Facade - Fitted Frost Bound Stone
appliedenergistics2:facade:0, Cable Facade - Frost Bound Block
appliedenergistics2:facade:0, Cable Facade - Ornate Frost Bound Stone
appliedenergistics2:facade:0, Cable Facade - Etched Frost Bound Stone
appliedenergistics2:facade:0, Cable Facade - Frost Bound Cobblestone
appliedenergistics2:facade:0, Cable Facade - Infernal Brick
appliedenergistics2:facade:0, Cable Facade - Fitted Infernal Stone
appliedenergistics2:facade:0, Cable Facade - Infernal Block
appliedenergistics2:facade:0, Cable Facade - Ornate Infernal Stone
appliedenergistics2:facade:0, Cable Facade - Etched Infernal Stone
appliedenergistics2:facade:0, Cable Facade - Infernal Cobblestone
appliedenergistics2:facade:0, Cable Facade - Quarried Brick
appliedenergistics2:facade:0, Cable Facade - Fitted Quarried Stone
appliedenergistics2:facade:0, Cable Facade - Quarried Block
appliedenergistics2:facade:0, Cable Facade - Ornate Quarried Stone
appliedenergistics2:facade:0, Cable Facade - Etched Quarried Stone
appliedenergistics2:facade:0, Cable Facade - Quarried Cobblestone
appliedenergistics2:facade:0, Cable Facade - Sandy Brick
appliedenergistics2:facade:0, Cable Facade - Fitted Sandy Stone
appliedenergistics2:facade:0, Cable Facade - Sandy Block
appliedenergistics2:facade:0, Cable Facade - Ornate Sandy Stone
appliedenergistics2:facade:0, Cable Facade - Etched Sandy Stone
appliedenergistics2:facade:0, Cable Facade - Sandy Cobblestone
appliedenergistics2:facade:0, Cable Facade - Red Sandy Brick
appliedenergistics2:facade:0, Cable Facade - Fitted Red Sandy Stone
appliedenergistics2:facade:0, Cable Facade - Red Sandy Block
appliedenergistics2:facade:0, Cable Facade - Ornate Red Sandy Stone
appliedenergistics2:facade:0, Cable Facade - Etched Red Sandy Stone
appliedenergistics2:facade:0, Cable Facade - Red Sandy Cobblestone
appliedenergistics2:facade:0, Cable Facade - Nether Brick
appliedenergistics2:facade:0, Cable Facade - Fitted Nether Stone
appliedenergistics2:facade:0, Cable Facade - Nether Block
appliedenergistics2:facade:0, Cable Facade - Ornate Nether Stone
appliedenergistics2:facade:0, Cable Facade - Etched Nether Stone
appliedenergistics2:facade:0, Cable Facade - Nether Cobblestone
appliedenergistics2:facade:0, Cable Facade - Red Nether Brick
appliedenergistics2:facade:0, Cable Facade - Fitted Red Nether Stone
appliedenergistics2:facade:0, Cable Facade - Red Nether Block
appliedenergistics2:facade:0, Cable Facade - Ornate Red Nether Stone
appliedenergistics2:facade:0, Cable Facade - Etched Red Nether Stone
appliedenergistics2:facade:0, Cable Facade - Red Nether Cobblestone
appliedenergistics2:facade:0, Cable Facade - Andesite Brick
appliedenergistics2:facade:0, Cable Facade - Fitted Andesite
appliedenergistics2:facade:0, Cable Facade - Polished Andesite
appliedenergistics2:facade:0, Cable Facade - Ornate Andesite
appliedenergistics2:facade:0, Cable Facade - Etched Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite Cobblestone
appliedenergistics2:facade:0, Cable Facade - Diorite Brick
appliedenergistics2:facade:0, Cable Facade - Fitted Diorite
appliedenergistics2:facade:0, Cable Facade - Polished Diorite
appliedenergistics2:facade:0, Cable Facade - Ornate Diorite
appliedenergistics2:facade:0, Cable Facade - Etched Diorite
appliedenergistics2:facade:0, Cable Facade - Diorite Cobblestone
appliedenergistics2:facade:0, Cable Facade - Granite Brick
appliedenergistics2:facade:0, Cable Facade - Fitted Granite
appliedenergistics2:facade:0, Cable Facade - Polished Granite
appliedenergistics2:facade:0, Cable Facade - Ornate Granite
appliedenergistics2:facade:0, Cable Facade - Etched Granite
appliedenergistics2:facade:0, Cable Facade - Granite Cobblestone
appliedenergistics2:facade:0, Cable Facade - Pearlized Brick
appliedenergistics2:facade:0, Cable Facade - Fitted Pearlized Stone
appliedenergistics2:facade:0, Cable Facade - Pearlized Block
appliedenergistics2:facade:0, Cable Facade - Ornate Pearlized Stone
appliedenergistics2:facade:0, Cable Facade - Etched Pearlized Stone
appliedenergistics2:facade:0, Cable Facade - Pearlized Cobblestone
appliedenergistics2:facade:0, Cable Facade - Creosote Wood Block
appliedenergistics2:facade:0, Cable Facade - Block of Coal Coke
appliedenergistics2:facade:0, Cable Facade - Crushed Obsidian
appliedenergistics2:facade:0, Cable Facade - Abyssal Stone
appliedenergistics2:facade:0, Cable Facade - Quarried Stone
appliedenergistics2:facade:0, Cable Facade - White Reinforced Concrete
appliedenergistics2:facade:0, Cable Facade - Orange Reinforced Concrete
appliedenergistics2:facade:0, Cable Facade - Magenta Reinforced Concrete
appliedenergistics2:facade:0, Cable Facade - Light Blue Reinforced Concrete
appliedenergistics2:facade:0, Cable Facade - Yellow Reinforced Concrete
appliedenergistics2:facade:0, Cable Facade - Lime Reinforced Concrete
appliedenergistics2:facade:0, Cable Facade - Pink Reinforced Concrete
appliedenergistics2:facade:0, Cable Facade - Gray Reinforced Concrete
appliedenergistics2:facade:0, Cable Facade - Reinforced Concrete
appliedenergistics2:facade:0, Cable Facade - Cyan Reinforced Concrete
appliedenergistics2:facade:0, Cable Facade - Purple Reinforced Concrete
appliedenergistics2:facade:0, Cable Facade - Blue Reinforced Concrete
appliedenergistics2:facade:0, Cable Facade - Brown Reinforced Concrete
appliedenergistics2:facade:0, Cable Facade - Green Reinforced Concrete
appliedenergistics2:facade:0, Cable Facade - Red Reinforced Concrete
appliedenergistics2:facade:0, Cable Facade - Black Reinforced Concrete
appliedenergistics2:facade:0, Cable Facade - Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - Saltpeter Ore
appliedenergistics2:facade:0, Cable Facade - Dark Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Dark Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Dark Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Silver Ore
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Zinc Ore
appliedenergistics2:facade:0, Cable Facade - Poor Iron Ore
appliedenergistics2:facade:0, Cable Facade - Poor Gold Ore
appliedenergistics2:facade:0, Cable Facade - Poor Copper Ore
appliedenergistics2:facade:0, Cable Facade - Poor Tin Ore
appliedenergistics2:facade:0, Cable Facade - Poor Lead Ore
appliedenergistics2:facade:0, Cable Facade - Poor Silver Ore
appliedenergistics2:facade:0, Cable Facade - Poor Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Poor Zinc Ore
appliedenergistics2:facade:0, Cable Facade - Firestone Ore
appliedenergistics2:facade:0, Cable Facade - Saltpeter Ore Spawner
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Charged Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Block
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Pillar
appliedenergistics2:facade:0, Cable Facade - Chiseled Certus Quartz Block
appliedenergistics2:facade:0, Cable Facade - Quartz Glass
appliedenergistics2:facade:0, Cable Facade - Vibrant Quartz Glass
appliedenergistics2:facade:0, Cable Facade - Fluix Block
appliedenergistics2:facade:0, Cable Facade - Sky Stone
appliedenergistics2:facade:0, Cable Facade - Sky Stone Block
appliedenergistics2:facade:0, Cable Facade - Sky Stone Brick
appliedenergistics2:facade:0, Cable Facade - Sky Stone Small Brick
appliedenergistics2:facade:0, Cable Facade - Electrical Steel Block
appliedenergistics2:facade:0, Cable Facade - Infinity Dust Block
appliedenergistics2:facade:0, Cable Facade - Compressed Infinity Dust Block
appliedenergistics2:facade:0, Cable Facade - Double Compressed Infinity Dust Block
appliedenergistics2:facade:0, Cable Facade - Reinforced Obsidian
appliedenergistics2:facade:0, Cable Facade - Machine Chassis (decoration block)
appliedenergistics2:facade:0, Cable Facade - Blank Machine (decoration block)
appliedenergistics2:facade:0, Cable Facade - Machine Tops (decoration block)
appliedenergistics2:facade:0, Cable Facade - Machine Sides (decoration block)
appliedenergistics2:facade:0, Cable Facade - Machine Backs (decoration block)
appliedenergistics2:facade:0, Cable Facade - Machine with sides (decoration block)
appliedenergistics2:facade:0, Cable Facade - Machine width backs (decoration block)
appliedenergistics2:facade:0, Cable Facade - Blank Soul Machine (decoration block)
appliedenergistics2:facade:0, Cable Facade - Soul Machine Tops (decoration block)
appliedenergistics2:facade:0, Cable Facade - Soul Machine Sides (decoration block)
appliedenergistics2:facade:0, Cable Facade - Soul Machine Backs (decoration block)
appliedenergistics2:facade:0, Cable Facade - Soul Machine with sides (decoration block)
appliedenergistics2:facade:0, Cable Facade - Soul Machine width backs (decoration block)
appliedenergistics2:facade:0, Cable Facade - Red Machine (decoration block)
appliedenergistics2:facade:0, Cable Facade - Broken Spawner (decoration block)
appliedenergistics2:facade:0, Cable Facade - Invisible Block (decoration block)
appliedenergistics2:facade:0, Cable Facade - Alloy Smelter (decoration block)
appliedenergistics2:facade:0, Cable Facade - Item Buffer (decoration block)
appliedenergistics2:facade:0, Cable Facade - Power Buffer (decoration block)
appliedenergistics2:facade:0, Cable Facade - Omni Buffer (decoration block)
appliedenergistics2:facade:0, Cable Facade - Creative Buffer (decoration block)
appliedenergistics2:facade:0, Cable Facade - Crafter (decoration block)
appliedenergistics2:facade:0, Cable Facade - Painting Machine (decoration block)
appliedenergistics2:facade:0, Cable Facade - Power Monitor (decoration block)
appliedenergistics2:facade:0, Cable Facade - SAG Mill (decoration block)
appliedenergistics2:facade:0, Cable Facade - Slice'N'Splice (decoration block)
appliedenergistics2:facade:0, Cable Facade - Stirling Generator (decoration block)
appliedenergistics2:facade:0, Cable Facade - Fluid Tank (decoration block)
appliedenergistics2:facade:0, Cable Facade - Pressurized Fluid Tank (decoration block)
appliedenergistics2:facade:0, Cable Facade - Travel Anchor (decoration block)
appliedenergistics2:facade:0, Cable Facade - Vacuum Chest (decoration block)
appliedenergistics2:facade:0, Cable Facade - Wireless Charger (decoration block)
appliedenergistics2:facade:0, Cable Facade - XP Vacuum (decoration block)
appliedenergistics2:facade:0, Cable Facade - Simple Alloy Smelter (decoration block)
appliedenergistics2:facade:0, Cable Facade - Simple Stirling Generator (decoration block)
appliedenergistics2:facade:0, Cable Facade - Wired Charger (decoration block)
appliedenergistics2:facade:0, Cable Facade - Simple Sagmill (decoration block)
appliedenergistics2:facade:0, Cable Facade - Industrial Insulation
appliedenergistics2:facade:0, Cable Facade - Confusion Charge
appliedenergistics2:facade:0, Cable Facade - Concussion Charge
appliedenergistics2:facade:0, Cable Facade - Ender Charge
appliedenergistics2:facade:0, Cable Facade - Crude Steel Block
appliedenergistics2:facade:0, Cable Facade - Wireless Charging Antenna Extension
appliedenergistics2:facade:0, Cable Facade - Grout
appliedenergistics2:facade:0, Cable Facade - Green Slimy Mud
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Mud
appliedenergistics2:facade:0, Cable Facade - Graveyard Soil
appliedenergistics2:facade:0, Cable Facade - Consecrated Soil
appliedenergistics2:facade:0, Cable Facade - Slimy Magma Mud
appliedenergistics2:facade:0, Cable Facade - Slime Block
appliedenergistics2:facade:0, Cable Facade - Slime Block
appliedenergistics2:facade:0, Cable Facade - Blood Slime Block
appliedenergistics2:facade:0, Cable Facade - Slime Block
appliedenergistics2:facade:0, Cable Facade - Congealed Slime Block
appliedenergistics2:facade:0, Cable Facade - Congealed Slime Block
appliedenergistics2:facade:0, Cable Facade - Congealed Slime Block
appliedenergistics2:facade:0, Cable Facade - Congealed Bloodblock
appliedenergistics2:facade:0, Cable Facade - Congealed Slime Block
appliedenergistics2:facade:0, Cable Facade - Cobalt Ore
appliedenergistics2:facade:0, Cable Facade - Ardite Ore
appliedenergistics2:facade:0, Cable Facade - Lavawood
appliedenergistics2:facade:0, Cable Facade - Firewood
appliedenergistics2:facade:0, Cable Facade - Mud Bricks
appliedenergistics2:facade:0, Cable Facade - Block of Cobalt
appliedenergistics2:facade:0, Cable Facade - Block of Ardite
appliedenergistics2:facade:0, Cable Facade - Block of Manyullyn
appliedenergistics2:facade:0, Cable Facade - Block of Knightslime
appliedenergistics2:facade:0, Cable Facade - Block of Pigiron
appliedenergistics2:facade:0, Cable Facade - Silky Block of Jewel
appliedenergistics2:facade:0, Cable Facade - Green Slimy Dirt
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Dirt
appliedenergistics2:facade:0, Cable Facade - Purple Slimy Dirt
appliedenergistics2:facade:0, Cable Facade - Magma Slimy Dirt
appliedenergistics2:facade:0, Cable Facade - Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Green Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Purple Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Magma Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Green Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Purple Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Magma Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Green Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Purple Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Magma Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Slimy Leaves
appliedenergistics2:facade:0, Cable Facade - Slimy Leaves
appliedenergistics2:facade:0, Cable Facade - Slimy Leaves
appliedenergistics2:facade:0, Cable Facade - Dried Clay
appliedenergistics2:facade:0, Cable Facade - Dried Bricks
appliedenergistics2:facade:0, Cable Facade - Smooth Brownstone
appliedenergistics2:facade:0, Cable Facade - Rough Brownstone
appliedenergistics2:facade:0, Cable Facade - Brownstone Paver
appliedenergistics2:facade:0, Cable Facade - Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Fancy Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Square Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Brownstone Road
appliedenergistics2:facade:0, Cable Facade - Brownstone Creeperface
appliedenergistics2:facade:0, Cable Facade - Triangle Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Small Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Brownstone Tiles
appliedenergistics2:facade:0, Cable Facade - Yellorite Ore
appliedenergistics2:facade:0, Cable Facade - Anglesite Ore
appliedenergistics2:facade:0, Cable Facade - Benitoite Ore
appliedenergistics2:facade:0, Cable Facade - Yellorium Block
appliedenergistics2:facade:0, Cable Facade - Cyanite Block
appliedenergistics2:facade:0, Cable Facade - Graphite Block
appliedenergistics2:facade:0, Cable Facade - Blutonium Block
appliedenergistics2:facade:0, Cable Facade - Ludicrite Block
appliedenergistics2:facade:0, Cable Facade - Steel Block
appliedenergistics2:facade:0, Cable Facade - Flux Block
appliedenergistics2:facade:0, Cable Facade - Concrete
appliedenergistics2:facade:0, Cable Facade - Compact Concrete
appliedenergistics2:facade:0, Cable Facade - Reinforced Concrete
appliedenergistics2:facade:0, Cable Facade - Osmium Block
appliedenergistics2:facade:0, Cable Facade - Bronze Block
appliedenergistics2:facade:0, Cable Facade - Refined Obsidian
appliedenergistics2:facade:0, Cable Facade - Charcoal Block
appliedenergistics2:facade:0, Cable Facade - Refined Glowstone
appliedenergistics2:facade:0, Cable Facade - Steel Block
appliedenergistics2:facade:0, Cable Facade - Teleporter Frame
appliedenergistics2:facade:0, Cable Facade - Steel Casing
appliedenergistics2:facade:0, Cable Facade - Dynamic Tank
appliedenergistics2:facade:0, Cable Facade - Structural Glass
appliedenergistics2:facade:0, Cable Facade - Dynamic Valve
appliedenergistics2:facade:0, Cable Facade - Copper Block
appliedenergistics2:facade:0, Cable Facade - Tin Block
appliedenergistics2:facade:0, Cable Facade - Thermal Evaporation Controller
appliedenergistics2:facade:0, Cable Facade - Thermal Evaporation Valve
appliedenergistics2:facade:0, Cable Facade - Osmium Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Obsidian TNT
appliedenergistics2:facade:0, Cable Facade - §8Black Plastic Block
appliedenergistics2:facade:0, Cable Facade - §cRed Plastic Block
appliedenergistics2:facade:0, Cable Facade - §2Green Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Brown Plastic Block
appliedenergistics2:facade:0, Cable Facade - §1Blue Plastic Block
appliedenergistics2:facade:0, Cable Facade - §5Purple Plastic Block
appliedenergistics2:facade:0, Cable Facade - §3Cyan Plastic Block
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Grey Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dPink Plastic Block
appliedenergistics2:facade:0, Cable Facade - §aLime Plastic Block
appliedenergistics2:facade:0, Cable Facade - §eYellow Plastic Block
appliedenergistics2:facade:0, Cable Facade - §9Light Blue Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dMagenta Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Orange Plastic Block
appliedenergistics2:facade:0, Cable Facade - §fWhite Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Black Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §cRed Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §2Green Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Brown Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §1Blue Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §5Purple Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §3Cyan Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Grey Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dPink Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §aLime Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §eYellow Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §9Light Blue Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dMagenta Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Orange Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §fWhite Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Black Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §cRed Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §2Green Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §6Brown Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §1Blue Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §5Purple Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §3Cyan Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §8Grey Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §dPink Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §aLime Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §eYellow Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §9Light Blue Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §dMagenta Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §6Orange Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §fWhite Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §8Black Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §cRed Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §2Green Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Brown Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §1Blue Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §5Purple Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §3Cyan Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Grey Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dPink Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §aLime Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §eYellow Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §9Light Blue Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dMagenta Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Orange Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §fWhite Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Black Plastic Road
appliedenergistics2:facade:0, Cable Facade - §cRed Plastic Road
appliedenergistics2:facade:0, Cable Facade - §2Green Plastic Road
appliedenergistics2:facade:0, Cable Facade - §6Brown Plastic Road
appliedenergistics2:facade:0, Cable Facade - §1Blue Plastic Road
appliedenergistics2:facade:0, Cable Facade - §5Purple Plastic Road
appliedenergistics2:facade:0, Cable Facade - §3Cyan Plastic Road
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Plastic Road
appliedenergistics2:facade:0, Cable Facade - §8Grey Plastic Road
appliedenergistics2:facade:0, Cable Facade - §dPink Plastic Road
appliedenergistics2:facade:0, Cable Facade - §aLime Plastic Road
appliedenergistics2:facade:0, Cable Facade - §eYellow Plastic Road
appliedenergistics2:facade:0, Cable Facade - §9Light Blue Plastic Road
appliedenergistics2:facade:0, Cable Facade - §dMagenta Plastic Road
appliedenergistics2:facade:0, Cable Facade - §6Orange Plastic Road
appliedenergistics2:facade:0, Cable Facade - §fWhite Plastic Road
appliedenergistics2:facade:0, Cable Facade - Salt Block
appliedenergistics2:facade:0, Cable Facade - Machine Frame
appliedenergistics2:facade:0, Cable Facade - Machine Base
appliedenergistics2:facade:0, Cable Facade - Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Destination Analyzer
appliedenergistics2:facade:0, Cable Facade - Matter Booster
appliedenergistics2:facade:0, Cable Facade - Space Chamber Corner Block
appliedenergistics2:facade:0, Cable Facade - Support Block
appliedenergistics2:facade:0, Cable Facade - Shield Template
appliedenergistics2:facade:0, Cable Facade - Shield Template
appliedenergistics2:facade:0, Cable Facade - Shield Template
appliedenergistics2:facade:0, Cable Facade - Shield Template
appliedenergistics2:facade:0, Cable Facade - Dimensional Blank Block
appliedenergistics2:facade:0, Cable Facade - Dimensional Block
appliedenergistics2:facade:0, Cable Facade - Dimensional Cross 2 Block
appliedenergistics2:facade:0, Cable Facade - Dimensional Cross Block
appliedenergistics2:facade:0, Cable Facade - Dimensional Pattern 1 Block
appliedenergistics2:facade:0, Cable Facade - Dimensional Pattern 2 Block
appliedenergistics2:facade:0, Cable Facade - Dimensional Small Blocks
appliedenergistics2:facade:0, Cable Facade - Activity Probe
appliedenergistics2:facade:0, Cable Facade - levarG
appliedenergistics2:facade:0, Cable Facade - dnaS
appliedenergistics2:facade:0, Cable Facade - Water Spring
appliedenergistics2:facade:0, Cable Facade - Oil Spring
appliedenergistics2:facade:0, Cable Facade - tile.decorated.destroy.name
appliedenergistics2:facade:0, Cable Facade - Blueprint (Decoration)
